"organization","category","description","url","states","view","download","transmit"
"Benson Hospital","hospital","","http://www.bensonhospital.org/index.php/en/patient-services/medical-records","AZ","y","y","y"
"Berger Health System","hospital","","http://www.bergerhealth.com/patient-portal/","OH","y","y","y"
"Berkeley Medical Center","hospital","","http://www.wvuniversityhealthcare.com/locations/Berkeley-Medical-Center.aspx","WV","y","y","y"
"Berkshire Medical Center","hospital","","http://www.berkshirehealthsystems.org/patientvisitorinformation","MA","y","y","y"
"Berlin Memorial Hospital","hospital","","http://www.chnwi.org/site/index.php/patients-visitors/patient-records","WI","y","y","y"
"Bert Fish Medical Center","hospital","","http://bertfish.com/portal/","FL","y","y","y"
"Beth Israel Deaconess Hospital-Milton","hospital","","https://mysite.bidmilton.org/Phm-PhmPage.HomePage.WR.mthr?hcis=MITWEB.LIVEF&application=phm","MA","y","y","y"
"Beth Israel Deaconess Hospital Plymouth","hospital","","http://www.bidplymouth.org/mysite","MA","y","y","y"
"Beth Israel Deaconess Medical Center","provider","Beth Israel Deaconess, a major teaching hospital of Harvard Medical School, is a fully integrated medical center providing adult services from cardiology to obstetrics, gastrointestinal disorders to cancer care. - See more at: http://www.bidmc.org/About-BIDMC.aspx#sthash.yh1t87IS.dpuf","https://www.patientsite.org/login.aspx","MA","y","",""
"Bethesda Hospital East","hospital","","https://www.bethesdaconnect.com/BHC/Logon.aspx","FL","y","y","y"
"Bethesda North Hospital","hospital","","https://mychart.trihealth.com/mychart/","OH","y","y","y"
"Beverly Hills Orthopedics","provider","","https://www.followmyhealth.com/","","y","y",""
"Big Horn County Memorial Hospital","hospital","","https://bighornhospital.intelichart.com/PatientPortal/account/login?ReturnUrl=%2fPatientPortal%2f","MT","y","y","y"
"Big Sandy Medical Center","hospital","","http://www.bsmc.org/","MT","y","y","y"
"Bigfork Valley Hospital","hospital","","http://www.bigforkvalley.org/patients.aspx","MN","y","y","y"
"Bigfork Valley Hospital, Clinics and Communities","provider","","","MN","y","y","y"
"Biltmore Medical Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Bingham Memorial Hospital","hospital","","http://www.binghammemorial.org/ePay/","ID","","",""
"Birmingham Gastroentrology Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Blake Medical Center","hospital","","http://blakemedicalcenter.com/patient-portal/","FL","y","y","y"
"Blanchard Valley Hospital","hospital","","https://patient.bvhealthsystem.org/","OH","","",""
"Blessing Health System","provider","","https://www.followmyhealth.com/","","y","y",""
"Blessing Hospital","hospital","","https://blessinghealthsystem.followmyhealth.com/Login/#/Index","IL","y","y",""
"Blessing Hospital or Illini Community Hospital","hospital","","https://www.followmyhealth.com/","","y","y",""
"Blessing Physician Services","provider","","https://www.followmyhealth.com/","","y","y",""
"Blount Memorial Hospital","hospital","","http://www.fairview.org/MyChart/index.htm","TN","y","","y"
"Blount Senior Care Partners","provider","","https://www.followmyhealth.com/","","y","y",""
"Blue Cross Blue Shield of Florida","insurance","We’re here for the people of Florida with every aspect of their health and wellness—from the major challenges to the everyday moments in between. Our mission—helping people and communities achieve better health—is our reason for existence","https://login.bcbsfl.com/login/public/web/memberlogin.jsp?userType=member&TYPE=33619969&REALMOID=06-ca86e329-39c6-1032-a112-80f1ac0fff21&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=$SM$3Eskc%2bA5sYTl%2bgwYMEwkPIZzc%2bXVxo0m3cm1TzIiV6hUl4vgFl6FfVO8M9cabE9v","FL","y","",""
"Blue Cross Blue Shield of Louisiana","insurance","To improve the lives of Louisianians by providing health guidance and affordable access to quality care.","https://www.bcbsla.com/pages/login.aspx?TYPE=33554433&REALMOID=06-87742154-9e36-4629-bff0-267393844a2d&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-3vqWrFcVXXP7wHBp6SGc6nrlBeog19VoMj%2ftdGFukkyFMO%2fakdtCwWHhEN0D%2bAH7&TARGET=-SM-https%3a%2f%2fmember%2ebcbsla%2ecom%2fMyPlan%2fPages%2fPlanManagement%2easpx","LA","y","",""
"Blue Cross Blue Shield of Rhode Island","insurance","Subscribers can view claim information for themselves and their minor dependents under age 16 listed at the same address. View claims for the current or previous year, or customize your view with a specific date range up to two years.","https://www.bcbsri.com/","RI","y","y",""
"Blue Ridge Healthcare Hospitals","hospital","","http://www.blueridgehealth.org/health-information.html","NC","y","y",""
"Blue Ridge Medical Group","provider","","https://www.followmyhealth.com/","","y","y",""
"Bluestone Physician Services, PA","provider","Bluestone Physician Services is a primary care system focused on providing exceptional care to frail elderly, memory care, and disabled patients in-residence in Assisted Living and group home settings.","http://www.bluestonemd.com","MN","y","y",""
"Bluffton Hospital","hospital","","https://patient.bvhealthsystem.org/Phm-PhmPage.HomePage.WR.mthr?hcis=BLVWEB.LIVEF&application=PHM","OH","y","y","y"
"Bluffton Regional Medical Center","hospital","","https://www.lhn.followmyhealth.com/bookmark","IN","y","y","y"
"Bob Wilson Memorial Grant County Hospital","hospital","","http://www.bwmgch.com/index.php?option=com_content&view=article&id=106&Itemid=46","KS","","",""
"Boca Raton Regional Hospital","hospital","","https://app.relayhealth.com/security/login/default.aspx","FL","y","y","y"
"Bolivar General Hospital","hospital","","https://cernerhealth.com/oauth/authenticate?client_id=be46b714254f470ca1cbb98661563b51&redirect_uri=https://mywth.iqhealth.com/login/cerner-health/authenticated&sign_in_only=on","TN","y","y","y"
"Bon Secours Baltimore Health System","hospital","","http://bonsecoursbaltimore.com/","MD","y","y",""
"Bon Secours Health System","provider","The Mission of the Bon Secours Health System is to bring compassion to healthcare and to be good help to those in need.","https://mychart.mybonsecours.com/mychart/","KY,MD,NY,OH,PA,VA,WV","y","y",""
"Bon Secours Memorial Regional Medical Center","hospital","","http://richmond.bonsecours.com/patients-and-visitors-request-medical-records.html","VA","y","y",""
"Bon Secours-Richmond Community Hospital","hospital","","http://www.bonsecours.com/find-a-facility-richmond-community-hospital.html","VA","y","y",""
"Bon Secours St. Francis Health System","hospital","","http://stfrancishealth.org/bill-pay.html","SC","y","y",""
"Bon Secours St. Francis Xavier Hospital","hospital","","https://mycw17.eclinicalweb.com/portal1038/jsp/100mp/login.jsp","SC","","",""
"Bon Secours St. Mary's Hospital","hospital","","http://mybonsecours.com/","VA","y","y",""
"Bonita Community Health Center","provider","","https://www.followmyhealth.com/","","y","y",""
"Bonner General Hospital","hospital","","http://www.bonnergeneral.org/patient-portal/","ID","y","y","y"
"Bonners Ferry Family Medicine RHC","provider","","https://www.followmyhealth.com/","","y","y",""
"Boone County Hospital","hospital","","https://portal.boonehospital.com/Phm-PhmPage.HomePage.WR.mthr?hcis=BCT.LIVEF&application=phm","IA","y","y","y"
"Boone Hospital Center","hospital","","http://www.boone.org/Patients-Visitors/Medical-Records-Request","MO","y","","y"
"Booneville Community Hospital","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.158607032.388592420.1444665628","AR","y","y","y"
"Borgess Medical Center","hospital","","https://borgess.webview.com/","MI","y","y","y"
"Boston Medical Center","hospital","","https://mychart.bmc.org/mychart/","MA","y","y","y"
"Bothwell Regional Health Center","hospital","","https://www.brhc.org/patients_and_visitors/patient_portal.aspx","MO","","",""
"Botsford Hospital","hospital","","http://www.botsford.org/patient-portal/","MI","y","","y"
"Boulder Community Hospital","hospital","","https://www.bch.org/patientportal/medical-records.aspx","CO","y","y","y"
"Boundary Community Hospital","hospital","","http://www.boundarycommunityhospital.org/c_pages/info/hportal/content_hportal.aspx","ID","y","y","y"
"Box Butte General Hospital","hospital","","http://bbgh.org/patients-visitors/patient-portal.html","NE","y","y","y"
"Bozeman Deaconess Hospital","hospital","","http://www.bozemandeaconess.org/","MT","y","",""
"Bradford Regional Medical Center","hospital","","http://www.brmc.com/yourhealth.php","PA","","",""
"Bradley County Medical Center","hospital","","http://www.bradleycountymedicalcenter.com/","AR","y","y","y"
"Brandon Regional Hospital","hospital","","http://brandonhospital.com/patient-portal/index.dot","FL","y","y","y"
"Brandywine Hospital","hospital","","http://www.brandywinehospital.com/","PA","y","y",""
"Brattleboro Memorial Hospital","hospital","","http://www.bmhvt.org/followmyhealth","VT","y","y","y"
"Brazosport Regional Health System","hospital","","https://patientportal.brazosportregional.org/PTAccess/","TX","y","y","y"
"Bridgeport Hospital","hospital","","https://www.bridgeporthospital.org/patients-visitors.aspx","CT","y","y","y"
"Brigham and Women's Faulkner Hospital","hospital","","http://www.brighamandwomensfaulkner.org/about-us/patient-visitor-information/default.aspx","MA","y","y","y"
"Brigham and Women's Hospital","hospital","","https://patientgateway.partners.org/public/","MA","y","y","y"
"Brigham City Community Hospital","hospital","","http://brighamcityhospital.com/patient-portal/","UT","y","y","y"
"Bristol Hospital","hospital","","https://myhealthinfo.bristolhospital.org/","CT","y","y","y"
"Broadlawns Medical Center","hospital","","https://patient.broadlawns.org/Phm-PhmPage.HomePage.WR.mthr?hcis=BRMWEB.LIVEF&application=PHM","IA","y","y","y"
"Bronson Battle Creek","hospital","","https://mychart.bronsonhealth.com/","MI","y","y","y"
"Bronson LakeView Hospital","hospital","","https://mychart.bronsonhealth.com/","MI","y","y","y"
"Bronson Methodist Hospital","hospital","","https://mychart.bronsonhealth.com/","MI","y","y","y"
"Brookdale Hospital Medical Center","hospital","","http://www.brookdalehospital.org/patient-services/health-information-management-department.html","NY","y","y","y"
"Brookhaven Memorial Hospital Medical Center","hospital","","https://portal.bmhmc.org/Brookhaven/Palogon.aspx","NY","y","","y"
"Brooks County Hospital","hospital","","http://www.archbold.org/Content/Default/6/122/0/0/0/0/0/about-us/patients-and-visitors.html","GA","y","y","y"
"Brooks Memorial Hospital","hospital","","http://www.brookshospital.org/","NY","y","",""
"BROOKWOOD HEALTH SERVICES, INC.","provider","In 1973, Brookwood Medical Center was founded by a group of physicians who wanted to offer our community exceptional healthcare with high standards for quality and service.","http://www.bwmc.com/en-us/ourservices/hospitalservices/pages/electronichealthrecord.aspx","AL","y","y",""
"Broward Health Coral Springs","hospital","","http://www.mybrowardhealth.org/?utm_source=BHpatient&utm_medium=main_content&utm_campaign=myhealthclicks","FL","y","y","y"
"Broward Health Imperial Point","hospital","","http://www.mybrowardhealth.org/?utm_source=BHpatient&utm_medium=content1&utm_campaign=myhealthclicks","FL","y","y","y"
"Broward Health Medical Center","hospital","","http://www.browardhealth.org/BHMC","FL","y","y","y"
"Broward Health North","hospital","","http://www.mybrowardhealth.org/?utm_source=BHpatient&utm_medium=content1&utm_campaign=myhealthclicks","FL","y","y","y"
"Brown County Hospital","hospital","","http://www.browncountyhospital.org/","NE","y","y","y"
"Brownfield Regional Medical Center","hospital","","https://www.mymedicalencounters.com/","TX","y","y","y"
"Brownwood Regional Medical Center","hospital","","http://www.abileneregional.com/abilene-regional-medical-center/myhealthhomepatientportal.aspx","TX","y","y","y"
"Bryan Medical Center","provider","","https://myhealth24-7.org/Bryan/Patient#/","NE","y","y",""
"Buchanan County Health Center","hospital","","http://bchealth.org/patient-portal/","IA","y","y","y"
"Buchanan General Hospital","hospital","","https://www.mymedicalencounters.com/?sub=Patients+%26+Visitors","VA","y","y","y"
"Bucyrus Community Hospital","hospital","","https://www.avitacare.net/pam/login;jsessionid=6447D765B1CAE27A8BC08A051A3BB252","OH","y","y","y"
"Buena Vista Regional Medical Center","hospital","","http://www.bvrmc.org/","IA","y","y",""
"Buffalo Hospital","hospital","","http://www.allinahealth.org/Customer-Service/Medical-records/MyChart/","MN","y","y","y"
"Burgess Health Center","hospital","","http://www.burgesshc.org/portal_hospital","IA","y","y","y"
"Burnett Medical Center","hospital","","http://www.burnettmedicalcenter.com/getpage.php?name=patient_portal&sub=For+Patients%2FVisitors","WI","y","y","y"
"Butler County Health Care Center","hospital","","https://www.mybutlercountyhealth.net/Phm-PhmPage.HomePage.WR.mthr?application=phm&hcis=BUO.LIVEF","NE","y","y","y"
"Byrd Regional Hospital","hospital","","http://www.byrdregional.com/byrd-regional-hospital/patientsandcaregivers.aspx","LA","y","y","y"
"Cabell Huntington Hospital","hospital","","http://cabellhuntington.org/patients-visitors/","WV","y","y",""
"Cabinet Peaks Medical Center","hospital","","http://www.cabinetpeaks.org/getpage.php?name=patient_portal&sub=Patients+%26+Visitors","MT","y","y","y"
"Cable Street Family Practice","provider","","https://www.followmyhealth.com/","","y","y",""
"Cadence Health","provider","At Cadence Health, we bring you the broad range of services you expect from a growing, regional healthcare system. From our specialty areas like cancer care and pediatrics to other services like maternity and diabetes management, Cadence Health offers comprehensive care - from preventive medicine to highly specialized diagnoses and treatment for complex conditions.","https://mychart.cdh.org","IL","y","y",""
